,Battery_Type,Original_Time_to_Full_Charge,Max_Temp_During_Charging,Rate_of_Charge,Rate_of_Discharge,Correction_Factor,Battery_Life,Replacement_Needed,Current_Total_Charging_Time
64,Lithium-ion,120.55508582865224,38.73566735286578,0.8200228818533255,0.9657715440239418,1.0902365167243906,3.271927406214073,True,131.43355684723977
65,Nickel-metal hydride,131.51853611599054,30.75150765715143,0.8895309852794391,0.9595705579370506,0.9182904314753402,9.606583930318427,False,120.77221327695807
66,Nickel-cadmium,128.8481973110178,40.37997845411713,1.0407130331083247,0.9936870100023597,0.8189020473589825,7.0471500946600045,False,105.51405257650663
67,Lithium-ion,114.54211785043815,26.663295436162183,0.937144241975541,0.9178734925582241,1.142908659178686,8.855967313301377,False,130.9111783319313
68,Nickel-cadmium,107.91560238690948,44.49548845020913,0.9512908568288176,0.9086344359511266,1.1877175147476036,0.0,True,128.1732510694707
69,Nickel-metal hydride,103.22532113517552,25.98570518147117,1.089896739458806,1.1817826413261077,1.1544898875125948,10.094817545494966,False,119.17258938580026
70,Lithium-ion,118.03418982687882,43.669117822974364,1.0510874821892418,0.9665937051636629,0.8330440194654376,6.201141716516184,False,98.32767592772959
71,Lithium-ion,136.99619819339583,30.057077554965225,1.1314154433813948,1.0907658624946766,1.1140544779290162,5.4907518445974794,True,152.62122805660363
72,Nickel-metal hydride,90.72293847777597,40.156482153817805,0.9570790703353522,0.9163228957347012,0.9944013858422798,7.461437358467904,False,90.21501574998432
73,Lithium-ion,110.10162405405754,25.00147398866212,1.1375225420446897,1.1612728594752086,1.0528485347596312,11.93212990507056,False,115.92033355997025
74,Lithium-ion,102.90296316859839,30.084801783591995,0.9445868752915514,1.1514182131007797,1.0446861002579337,10.273580786185487,False,107.50129529758884
75,Lithium-ion,131.7743628186075,39.9820121329944,1.1499491490138762,1.0231018682217277,1.0140125160344722,3.051307330952607,True,133.6208531905356
76,Lithium-ion,111.68535560143049,35.646721417946445,1.0105834643616778,0.8900468407030516,1.0700311758075598,6.107480214732533,False,119.5068123746841
77,Lithium-ion,112.94043512767813,27.299042992742297,0.9139490252890392,1.008700138572766,1.0465285714098487,10.625863562664065,False,118.19539222857568
78,Lithium-ion,116.74575645095027,32.872594916745506,0.8368780492346467,1.0047304500041057,1.0307363134561935,7.774400627408349,False,120.3340906159071
79,Nickel-metal hydride,126.68089876342196,32.51098710169085,0.9698527685138307,1.0239623914089497,0.8571298132528484,10.433820307755408,False,108.58197509979486
80,Lithium-ion,114.11416502775545,36.363244883619,0.9743767302004561,0.9021779383800329,1.1459749794770873,3.9874614658732117,True,130.771977925727
81,Nickel-metal hydride,74.3078541780011,38.35954144920436,1.0857661910122451,0.8476999863820706,1.1013981690225658,7.8614804771463955,False,81.84253453564622
82,Nickel-cadmium,128.1496783708128,41.816604848245,0.9889409497191792,1.0162363037382034,1.1857476799727644,0.0,True,151.95318381744724
83,Nickel-cadmium,126.58564436508064,34.94462793954745,0.9567568021421555,0.9989708683666282,1.1166972013692549,4.035177566333113,True,141.35783479600934
84,Nickel-cadmium,116.70688457503181,32.8404343461034,1.1077037472947537,1.0002075021919365,1.0330085083923535,7.74892420159805,False,120.55920475397217
85,Lithium-ion,103.73945068992099,27.879530681907635,0.9775173438729848,1.1026800578850968,1.1668670204357658,8.848949181338767,False,121.05014372819116
86,Nickel-cadmium,125.27670166022037,41.09645929979445,0.9423758183773097,0.8524839516968634,1.0617050834523993,2.1899985150327526,True,133.0069109908056
87,Nickel-cadmium,125.6885330030338,39.2674081082912,1.0574608917292574,1.1010693715987805,0.9240518758864296,5.81640512782243,True,116.14272469886679
88,Nickel-cadmium,112.94950675948688,33.1735479490937,0.9510171781152733,0.9256772459982682,0.870201365630203,11.2142480369004,False,98.28881502936333
89,Lithium-ion,116.74902794136692,35.36864619885339,1.0658802141691512,0.9604777934149941,1.04172311168946,6.306311872647411,False,121.62016067380047
90,Nickel-cadmium,106.04765246213518,38.303656888237775,0.9403082888216806,0.9174220636748729,1.0944696539753218,4.854013230161159,True,116.06593749512827
91,Nickel-metal hydride,117.32116361869006,28.296111796950754,0.9777040817029621,1.0089619857839252,1.1296648539656724,8.026530660342168,False,132.53359516639026
92,Lithium-ion,96.74355982374779,25.543955888158404,1.0152176975588267,0.8094182125200072,0.91411517578012,15.771362557943618,False,88.43475619387976
93,Nickel-cadmium,126.25978231547754,31.350073983733708,0.9625873679735694,0.9431914279712806,1.1608000566504901,4.98298364357559,True,146.56236246448486
94,Nickel-metal hydride,105.8344726376356,36.91170039272326,0.998654853064261,0.9484243454714647,1.031188510493332,6.836932330008168,False,109.13529219805076
95,Lithium-ion,123.57154721748468,34.73212182562918,1.081547196924006,1.1263930202363195,1.0892372218657675,4.992039928121591,True,134.59872879282753
96,Nickel-metal hydride,98.9105562559815,38.851092537262545,1.0410601791320047,1.0150698143787218,1.1232531332452325,4.7183354408659275,True,111.10159222556005
97,Lithium-ion,111.14913531195691,41.3937961114907,1.0480969850034623,1.0695518311496304,1.1725127936483013,1.237932540092932,True,130.32378315621565
98,Nickel-cadmium,118.34265892401108,34.76884933460552,0.9364569561380733,1.0005938814386504,0.9159961388403144,8.961386663489844,False,108.40141863449043
99,Nickel-metal hydride,95.08950282196105,27.685340474356497,1.0852829768274368,0.8951099628537286,0.956986647450417,14.008646531617307,False,90.99938451331546
100,Nickel-metal hydride,121.72721809710139,42.012559995979316,1.0669562340509082,1.0907204868183247,1.1599869221995343,0.12125974830951858,True,141.20198106836807
101,Nickel-cadmium,114.31278655680116,36.499806545482286,1.1004419192261625,0.9154558657932432,1.1337904553814673,4.143008963949396,True,129.60674632616005
102,Lithium-ion,93.86465703286154,39.798749615657414,0.9273634167813898,0.9473756659227242,0.9596544976028554,8.021069536828032,False,90.07764028753508
103,Nickel-cadmium,100.45135868831527,39.093293072165835,0.9827541403318543,1.0182099778809566,0.9869353063384759,7.169511468316038,False,99.13899245916855
104,Nickel-cadmium,129.0768012612325,44.36423542662483,1.0633533902460401,1.0945538789447107,1.0868590504294093,0.0,True,140.28828965124873
105,Lithium-ion,133.43333978326987,30.906146446716278,0.9391184882582868,0.9798615456717256,0.8244998584406744,11.213595629501386,False,110.01576976257242
106,Nickel-metal hydride,118.0213704033005,39.10613545558524,0.9773877530236044,1.1510524731983276,0.9469274462300227,6.206246307276878,False,111.75767487656492
107,Nickel-metal hydride,126.07142718060746,32.31352666251836,1.1925805737459527,0.9428521584947901,0.8824920800795862,10.086252349088348,False,111.25703601121636
108,Nickel-metal hydride,123.35765344969366,32.908214418372836,1.1951761012267814,1.066558928695463,1.0075180734776819,7.55976597629058,False,124.28506535236286
109,Nickel-metal hydride,124.94434473191608,29.61189273317443,1.123994054982736,1.0003616300950704,1.1088409704623268,7.022799750974643,False,138.54340846631732
110,Nickel-cadmium,139.2897601062044,31.88020351301708,1.0938585136249768,1.154667183821242,0.8519699466461502,9.591523299948015,False,118.67068948603803
111,Nickel-metal hydride,97.39502402678592,43.965935033165266,0.8980748850494871,1.0214406013260982,1.1946937828642903,0.8836544234529686,True,116.35722968671931
112,Nickel-metal hydride,130.14691098542434,30.85141693895202,1.0512562231426121,0.8122687181943903,0.9868446841515934,8.322706748949688,False,128.43478726471662
113,Nickel-metal hydride,114.26986566633269,29.919812119131734,0.9640883404934115,1.1088335209809508,1.1092066748043576,7.928973877713711,False,126.74889772609352
114,Nickel-metal hydride,116.63611598622539,36.662759569476435,0.8941428102394632,0.9918451486659473,0.9409665387882875,7.685677840873493,False,109.75068235726775
115,Nickel-metal hydride,115.46625404317395,30.16071913483509,0.949099416140868,0.9446938088931617,0.9952547112634703,9.967920802995653,False,114.9183333284136
116,Lithium-ion,114.37279325008075,34.4677145118859,1.0115665074046347,1.122296476192084,1.1859456966615656,4.109949485817664,True,135.63992197009622
117,Nickel-cadmium,101.60705712325472,41.68352513112474,0.9452644425701333,0.9668691363970499,1.0761048628222458,3.9754344656672425,True,109.33984826739211
118,Nickel-metal hydride,122.75008798886402,29.60800628614351,0.944920057429316,1.0599986743162342,0.8102612880573374,13.215762296895093,False,99.45964440300847
119,Nickel-metal hydride,145.06414549183285,33.5338282436784,1.0792041498422975,0.9231616680702323,0.8927928533489945,7.370814261997625,False,129.51223237228712
120,Nickel-cadmium,119.15800469326864,37.209794700400636,1.0144106485123232,0.9163869873172013,0.9037043027960328,7.905216124552163,False,107.68360155389674
121,Nickel-metal hydride,119.97922435897357,35.91257849146971,1.0233458079662319,1.1810581760583612,1.183562769841505,2.874532921537689,True,142.00294310574213
122,Nickel-cadmium,109.69051444265004,44.49446474830474,1.0111872396896298,0.9212967262737314,1.1078274679896891,1.1271668217888422,True,121.51816487748742
123,Lithium-ion,118.23788180372833,38.6074050879039,0.9324296856628349,0.9415229063582532,1.071452246853177,3.9434643386116752,True,126.6862441217651
124,Nickel-metal hydride,126.99249639051047,39.798924840968795,0.8629428082039312,0.8291679208132317,0.8278602954653526,7.344082031157505,False,105.13204558373072
125,Nickel-metal hydride,114.44636338943485,44.33911895933467,1.0310564710420478,1.1629982244007824,1.1215258101549077,0.4552879782910253,True,128.3545504196189
126,Lithium-ion,113.19293938421998,33.28876050457042,0.9492963367874556,1.03979983232951,0.8726693046016036,11.08293971726072,False,98.78000369823873
127,Nickel-metal hydride,126.0489681024487,32.10759630122102,0.7989217731414122,1.0237779633452597,0.859512189820654,10.651061242731538,False,108.34062459836944
128,Lithium-ion,106.22992845271432,25.87724859532765,0.9607432742034847,1.0975138410578629,1.1475399614719712,9.98758362762532,False,121.90308800379805
129,Lithium-ion,123.78744940615309,28.684086130376542,0.8907782058659377,0.8670663430665733,0.802014857578974,13.738914842616941,False,99.27937360554031
130,Nickel-metal hydride,132.30482695892132,29.743792641033515,1.0698650234307756,0.9458953218080329,0.8253119536412888,11.891381910765334,False,109.19275521364001
131,Lithium-ion,140.39922812519228,28.67008934142677,1.052162522724034,0.9908562268750489,1.1677623955642389,4.769784605482609,True,163.9529389708446
132,Nickel-metal hydride,118.64426989084579,40.095677863931286,1.049689314483847,0.8451528949271538,0.9006221721298635,6.575290636352507,False,106.8536600598553
133,Nickel-metal hydride,140.5139585971007,35.71765962552223,0.933495838184131,1.131142712634995,1.1097353097455864,2.3950681326170864,True,155.93330136733204
134,Nickel-metal hydride,135.51614829722277,38.352676029169345,1.0731551581862153,0.9981570949806633,1.0628692749682742,2.514661656327566,True,144.0359502871623
135,Lithium-ion,105.05681039443401,41.40924321678747,1.0319649783134073,0.96767113637445,0.8448929449160977,8.39183845384091,False,88.76175791764545
136,Lithium-ion,101.73092232610273,29.615478825717894,0.959014546156018,1.0236225489568282,1.1179715613382373,9.159737127766036,False,113.73227806929201
137,Lithium-ion,115.4255454321837,31.51847879642998,0.9546662567861484,0.9247417715663201,0.8829563942327641,11.53907817391136,False,101.91572339715101
138,Nickel-cadmium,135.43403238892282,39.16720534073194,1.08927081528737,1.0045113003812967,1.078170632415221,1.80958144243733,True,146.02099635130844
139,Nickel-metal hydride,118.91569488659992,32.85517891808946,0.9526395943036342,1.3427538547002493,0.9523413370315118,9.134014311665043,False,113.24833186233589
140,Lithium-ion,110.99013663513317,25.585418802020882,1.030365647352628,1.06046820302458,1.0179039433226993,12.250198069022257,False,112.97729775082725
141,Nickel-cadmium,143.2836477007284,33.69910438053756,1.1033956986812783,1.1668311059634324,1.178482583864454,1.7524313623692986,True,168.85728336787855
142,Nickel-metal hydride,124.30356732005019,43.16546172830829,1.1909342625557109,0.964491687754408,0.903671956152053,4.413473280799777,True,112.32964783678817
143,Nickel-metal hydride,85.19108586313888,33.18043023185749,1.166387312443773,0.9248431009869063,0.9204397829316053,12.98188063912526,False,78.4132645795753
144,Nickel-metal hydride,124.75740939439034,31.64497832885494,1.090082276420903,1.030970358937166,0.9170101666801396,9.861566562530705,False,114.4038127833323
145,Nickel-cadmium,127.80060921856301,44.79050165890054,0.8494088648428613,0.8658295056575965,0.9480090908395316,2.3645064319027993,True,121.15613935402817
146,Lithium-ion,123.38412981706655,37.88831128474026,0.9310951570582029,0.7693042234554206,1.030649374919999,4.604443877523234,True,127.16577627100764
147,Lithium-ion,126.74568150347989,32.31996052942362,0.9451912812527464,1.0731592505022138,1.1201004770789633,5.263442043360936,True,141.96789831974615
148,Lithium-ion,118.99086586615527,27.040390627276146,1.1653149832565322,1.064133814497223,1.1572454072606417,7.935809954533564,False,137.70163302957525
149,Lithium-ion,100.22406195532899,40.75698889892843,0.9300682059027909,1.0833851221753072,0.8244755536856019,9.60958828129085,False,82.63228897323994
150,Nickel-metal hydride,114.4394399516932,39.161498669755154,1.038616637709837,1.0028169873189996,1.0600386140188307,4.2745343895764885,True,121.31022531548406
151,Nickel-metal hydride,105.81576306665563,43.4383159849713,1.0100867063257313,1.1978372699879662,1.0369618385629984,3.4600289295888196,True,109.72690821854584
152,Lithium-ion,106.00888633808434,29.345512600560166,0.9064872790562456,0.9912671812942385,1.0403756236050858,10.418842593809766,False,110.28906123166516
153,Lithium-ion,101.05397476346587,27.29848699976464,1.0381824009619385,0.9446035259209422,1.117333324735943,10.398692529052234,False,112.9109736002454
154,Lithium-ion,126.7873363895947,39.48145052818127,1.0398296086197492,0.6993501284992674,1.1751425060667202,0.5776909756154911,True,148.99318822239258
155,Nickel-cadmium,121.4684421811894,29.06791683997391,0.8744225118258498,0.9952834132346758,1.0993024648883858,7.833148064126389,False,133.5305578959339
156,Nickel-metal hydride,113.27751955978938,28.52207675578992,1.122287744705341,1.0831877785059678,0.8686498801787389,13.538212062551324,False,98.3985037925558
157,Lithium-ion,110.25993108404418,31.396146707921442,0.7913489971144813,1.0006861198539498,1.1818604651111253,6.138724235412355,False,130.31185343410908
158,Lithium-ion,119.64865342467822,41.33650282956876,0.9409242847090038,1.112422173444676,1.1460824105476914,0.9452350317939713,True,137.1272171357405
159,Nickel-cadmium,136.18792092168735,35.790732102192614,1.0971970293865576,1.2294881166255391,0.9198621704994843,6.588598446745272,False,125.27411653483546
160,Lithium-ion,89.93676426751628,25.91700710204562,0.880674216652596,0.98266497916228,0.8489009336527485,17.56980134917059,False,76.34740315640173
161,Nickel-metal hydride,125.6531478127634,34.27789349318634,1.035026591956203,1.1231253559593308,1.1223962408117025,4.347813655896441,True,141.03262075120284
162,Nickel-cadmium,111.81432038973327,38.67959222732951,0.870363961172457,0.8414147424819975,1.190540729954992,2.1679572482620806,True,133.1195026162144
163,Nickel-cadmium,91.73121232530829,35.76736876938031,0.9906975855555776,1.1031319104356625,0.8509948432048737,12.42329751868154,False,78.0627886497687
164,Nickel-cadmium,90.81445375254062,36.44900436313112,0.7686226886827799,1.006349048038677,1.0605437393243524,7.983177656693332,False,96.31270036741789
165,Lithium-ion,106.30824758797063,29.495546567853292,0.9157428298286991,0.9778609501652936,0.8039347552185232,15.042706852905827,False,85.46489500234533
166,Lithium-ion,123.29264333689568,41.95478663190696,0.8457078552845709,0.983660107999351,0.8141971630343967,6.909399089669016,False,100.38452042791218
167,Lithium-ion,125.89594400970137,36.22797435182248,0.9598236257873499,0.9843696531661358,1.1140728841121477,3.5149607408756687,True,140.25725744090946
168,Nickel-cadmium,105.91527640983323,39.26492026081353,0.9584768604178343,0.9691197090654751,1.1262334333995057,3.751343560619798,True,119.28532540050414
169,Nickel-cadmium,135.25531487119866,44.63728434026605,0.932633582869086,1.0198672970149665,0.9397384652741021,1.8610570372650663,True,127.10462201722567
170,Nickel-metal hydride,141.3447524477416,33.56397315349064,1.0797913196566746,0.9825707865933598,0.9791841482220199,5.999855214040119,True,138.40254103119412
171,Nickel-cadmium,125.9412987743484,42.62133225353017,0.9113120396128562,0.8844207521036798,1.1117908801681717,0.3593863924366403,True,140.0203874138555
172,Lithium-ion,111.12895998287834,25.1456202788225,1.0634386673189051,1.0417053888992125,1.14308186209412,9.952656620418514,False,127.02949850981153
173,Lithium-ion,136.86628776765554,25.668145852302402,1.1629275769958862,0.9392132051610532,0.9104402929077839,11.770492438927565,False,124.60858312438535
174,Nickel-cadmium,131.33093543495008,36.80559843457634,1.0139064150304682,1.104798661479213,1.1137151487451666,2.68980426431349,True,146.2652522927773
175,Nickel-metal hydride,133.01111117032377,31.228987910844012,0.91423297954246,0.9966173033427619,0.8803512207783855,9.977370511977908,False,117.09649409588407
176,Nickel-cadmium,110.15304487542703,29.965531340394005,0.8750661485138458,1.012702395332119,0.9789368988904537,10.923191864451221,False,107.83288015369152
177,Nickel-cadmium,77.48168242087947,30.558707144179174,0.9290214899880501,0.7950768086755333,1.0875589007232724,11.721300171357019,False,84.26589335984137
178,Nickel-cadmium,151.75186532225513,31.36805869221175,1.070464272074989,0.8743319871831878,1.0743193701379523,4.154396718909565,True,163.0299683702645
179,Lithium-ion,95.836823948251,39.57895392286846,1.0155590734968898,1.093961439350745,1.000915622614394,7.10852819145279,False,95.92457431154972
180,Lithium-ion,119.46347892209668,36.38391944461889,1.093679521625399,0.9266183273973821,1.0679493620763316,5.002705143954254,True,127.58094610627244
181,Lithium-ion,155.71118026829626,40.78071945118667,1.0770330879327212,0.946756234100105,0.8202131562759423,4.134259122058193,True,127.7163586353115
182,Nickel-cadmium,124.95865134411561,41.60393159670104,1.0140810651878236,0.9722060032731721,0.9153069026246707,4.896031014744505,True,114.3755161179386
183,Nickel-metal hydride,134.23869710337354,41.85869718602564,1.0473488261666462,1.1363742592827342,0.8865091870672154,4.416597955305521,True,119.00383824207384
184,Nickel-cadmium,97.46405145927432,33.29288298349775,1.185524620942048,1.0374137997801585,0.8327172302861429,13.452808756600838,False,81.15999498363301
185,Nickel-cadmium,93.3349956789944,33.42546792632822,1.141565622617468,1.1310264603383329,0.8830756541275061,12.792253386386328,False,82.42186236221593
186,Lithium-ion,112.00945812030668,43.52531760281168,0.9697253983095747,0.9732252202468809,1.1440120551180977,0.6561542842015378,True,128.14017037687654
187,Lithium-ion,136.3612460165175,38.23527189208821,1.0989679441935891,1.021317626376639,1.158511762890845,0.5760041944872469,True,157.9761075125879
188,Nickel-cadmium,114.80625828529035,26.609343679582775,1.0585850805817936,0.8796756544624024,1.0132424979818846,11.449852372041885,False,116.32657992894103
189,Nickel-metal hydride,108.08045518392751,35.843739081849364,1.1136388077539738,1.1178031235143373,0.9937580554093888,7.894923832494792,False,107.4058229713414
190,Lithium-ion,122.96950934917452,32.12014519269814,1.067161657203591,1.0108648203694854,0.9852670799622885,8.43763486948771,False,121.15780940085651
